trade_licence_no,business_name,proprietor_name,trade_category,business_address,ward_name,ward_no,pin_code,pan,gstin,mobile,email,licence_issue_date,licence_expiry_date,licence_status,num_employees,annual_turnover
BBMP/560058/0140,Packaging JSW Corporation,Ramesh Kumar,GARMENT,"Service Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,15,560058,,,9250806165,,2008-08-28,2027-08-28,SUSPENDED,739,24830800.0
BBMP/560100/0141,Mphasis Pumps Group,Ramesh Sharma,FACTORY,"111/7, 2nd Cross, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,158,560100,,,9821706730,,2002-09-21,2027-09-21,ACTIVE,607,5283895.0
BBMP/560058/0144,Raghavendra Chemicals Private Limited,Anitha Nair,CHEMICAL,"1st Cross, Peenya 2nd Stage, Bengaluru, B'lore",Peenya 2nd Stage,30,560058,,,9761541819,,1993-04-23,2027-04-23,ACTIVE,696,1963367.0
BBMP/560100/0145,Southern Steel Traders,Priya Sharma,GARMENT,"2nd Cross, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,15,560100,,,9766323040,,2016-07-22,2027-07-22,ACTIVE,458,28443864.0
BBMP/560058/0147,Plastics Balaji Factory,Priya Reddy,GARMENT,"1st Cross, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,78,560058,NYNHZ5450H,,9334553833,,1993-10-18,2027-10-18,ACTIVE,775,4758917.0
BBMP/560058/0148,Mphasis Beverages International,Priya Rao,FACTORY,"2nd Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,77,560058,SANAY3840U,,,,2005-11-17,2027-11-17,ACTIVE,176,13284104.0
BBMP/560058/0149,Peoples Engg. Ltd,Ramesh Reddy,FACTORY,"765/3, Cross Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,67,560058,,,9193974854,,2017-04-06,2027-04-06,SUSPENDED,80,49372538.0
BBMP/560100/0150,Foundry Infosys Co,Priya Rao,FACTORY,"18/7, 2nd Cross, Hosur Road, Bengaluru, 560100",Hosur Road,74,560100,ASBAX5709D,29ASBAX5709D5Z5,9569951184,,2015-05-05,2027-05-05,SUSPENDED,395,32435975.0
BBMP/560100/0153,Packaging Peoples Private Limited,Suresh Reddy,CHEMICAL,"457/6, Ring Road, Hosur Road, Bengaluru, 560100",Hosur Road,39,560100,OEPFI8152U,,9120004122,,2011-01-27,2027-01-27,CANCELLED,524,29189233.0
BBMP/560100/0154,Steel Titan Ltd,Rajesh Reddy,FOOD,"514/9, Ring Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,119,560100,,,9111372730,,2008-07-11,2027-07-11,ACTIVE,683,39801357.0
BBMP/560100/0156,Leather Sri Enterprises,Priya Reddy,GARMENT,"649/5, Service Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,189,560100,POJHM3685M,29POJHM3685M4ZX,9977501292,,1996-10-15,2027-10-15,SUSPENDED,358,30642392.0
BBMP/560058/0157,Lakshmi Furniture Co,Rajesh Kumar,FACTORY,"192/3, Industrial Road, Peenya, Bengaluru, B'lore",Peenya,181,560058,RKIPD4421N,,9715776454,,2007-04-21,2027-04-21,CANCELLED,611,12128716.0
BBMP/560058/0158,Rubber Infosys Factory,Rajesh Sharma,FACTORY,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,119,560058,ZWEAN6781V,29ZWEAN6781V3ZL,9734147620,,1991-11-03,2027-11-03,ACTIVE,75,23111870.0
BBMP/560100/0159,Sunrise Engineering Private Limited,Rajesh Sharma,FOOD,"899/9, Main Road, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,164,560100,CRXPR8876Q,29CRXPR8876Q1ZX,,,2020-05-06,2027-05-06,ACTIVE,498,18368594.0
BBMP/560058/0160,Chemicals Balaji Manufacturers,Anitha Kumar,FACTORY,"291/9, Cross Road, Peenya 1st Stage, Bengaluru, B'lore",Peenya 1st Stage,113,560058,ATACQ1066K,29ATACQ1066K2Z9,9728536453,,2004-08-24,2027-08-24,ACTIVE,264,22604896.0
BBMP/560100/0161,Wipro Printing Group,Rajesh Reddy,FACTORY,"573/9, 2nd Cross, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,19,560100,PUKHE8674W,29PUKHE8674W2ZD,,,2020-09-22,2027-09-22,ACTIVE,351,41714361.0
BBMP/560058/0163,Leather Bengaluru Industries,Anitha Nair,FACTORY,"1st Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,148,560058,KFAFW0028S,29KFAFW0028S5ZE,9308869838,,2000-10-12,2027-10-12,CANCELLED,470,7713598.0
BBMP/560100/0164,Janatha Furniture Limited,Rajesh Nair,FACTORY,"990/7, Ring Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,68,560100,TYLCO8842M,29TYLCO8842M4ZE,9479134231,,2006-02-26,2027-02-26,ACTIVE,533,41756400.0
BBMP/560100/0165,Electronics Modern Manufacturers,Anitha Sharma,FACTORY,"916/5, Factory Road, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,110,560100,MFTCI2226E,29MFTCI2226E2Z5,,,2010-06-10,2027-06-10,ACTIVE,509,39481302.0
BBMP/560100/0166,Chemicals United Manufacturers,Priya Nair,PRINTING,"408/4, 1st Cross, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,195,560100,BUMCR0387O,29BUMCR0387O9ZT,,,2001-11-17,2027-11-17,ACTIVE,17,26816313.0
BBMP/560058/0167,Beverages Bangalore Limited,Anitha Rao,FACTORY,"2nd Cross, Yeshwanthpur, Bengaluru, B'lore",Yeshwanthpur,93,560058,KTJCM2115H,29KTJCM2115H5ZF,9508970423,,2020-01-15,2027-01-15,SUSPENDED,205,22773042.0
BBMP/560100/0168,Indian Valves Co,Rajesh Nair,FOOD,"257/9, 1st Cross, Hosur Road, Bengaluru, 560100",Hosur Road,42,560100,KRBPI4643L,29KRBPI4643L9ZG,9542124908,,2010-11-22,2027-11-22,ACTIVE,129,31120184.0
BBMP/560058/0169,Plastics Titan Co,Rajesh Rao,CHEMICAL,"Ring Road, BEL Road, Bengaluru, B'lore",BEL Road,22,560058,MYWHU8365C,,9436598800,,2022-10-20,2027-10-20,ACTIVE,329,4320000.0
BBMP/560100/0170,National Foundry Traders,Suresh Kumar,PRINTING,"Main Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,97,560100,FKCPP5037C,,9190528528,,2000-09-12,2027-09-12,ACTIVE,675,43898675.0
BBMP/560058/0171,National Pumps Private Limited,Priya Rao,FOOD,"2nd Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,13,560058,ZOHFO1955O,29ZOHFO1955O7ZX,9673146349,,1991-04-19,2027-04-19,ACTIVE,322,35005614.0
BBMP/560100/0172,Balaji Pharmaceuticals Industries,Ramesh Sharma,CHEMICAL,"353/5, Industrial Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,190,560100,RMTPJ0422A,29RMTPJ0422A4ZQ,,,1990-03-22,2027-03-22,ACTIVE,260,21086481.0
BBMP/560058/0175,Raghavendra Foods Manufacturers,Anitha Rao,FACTORY,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,100,560058,TODPP6188G,29TODPP6188G4ZR,9279701810,,2014-11-24,2027-11-24,ACTIVE,287,34998969.0
BBMP/560100/0176,Balaji Packaging Group,Rajesh Rao,PRINTING,"Industrial Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,151,560100,YZQHB3151P,,9792183346,,1995-11-13,2027-11-13,ACTIVE,779,26824710.0
BBMP/560058/0177,Garments Indian Manufacturers,Priya Sharma,CHEMICAL,"556/8, 1st Cross, Yeshwanthpur, Bengaluru, B'lore",Yeshwanthpur,119,560058,OIMCT9501J,29OIMCT9501J9ZN,9933135507,,2018-09-03,2027-09-03,ACTIVE,658,44652666.0
BBMP/560100/0178,Raghavendra Printing Corporation,Anitha Sharma,FACTORY,"700/8, Service Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,12,560100,PIQCD0609F,,9206035856,,2014-05-28,2027-05-28,ACTIVE,37,26736427.0
BBMP/560100/0179,Sunrise Paints Pvt Ltd,Suresh Kumar,FACTORY,"Ring Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,11,560100,JTXPL7065X,,9331820924,,1990-09-13,2027-09-13,ACTIVE,536,35129188.0
BBMP/560058/0180,Srinivasa Electronics Works,Ramesh Sharma,PRINTING,"785/6, Cross Road, Peenya 2nd Stage, Bengaluru, B'lore",Peenya 2nd Stage,28,560058,WEEFM5655L,29WEEFM5655L9ZK,9920536715,,2016-04-28,2027-04-28,SUSPENDED,653,16720214.0
BBMP/560100/0181,Mphasis Foundry Traders,Anitha Reddy,FACTORY,"Main Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,89,560100,AZFHK0862R,29AZFHK0862R3Z6,9481882460,,1990-11-09,2027-11-09,CANCELLED,164,10051854.0
BBMP/560058/0182,Star Plastics Group,Rajesh Nair,FACTORY,"846/2, Ring Road, Peenya, Bengaluru, B'lore",Peenya,110,560058,AVJHY0738N,29AVJHY0738N2ZE,9746716453,,2020-11-15,2027-11-15,ACTIVE,16,41395480.0
BBMP/560058/0184,Pipes Sunrise Works,Priya Nair,FACTORY,"Cross Road, Peenya, Bengaluru, 560058",Peenya,15,560058,CRLAL1367F,29CRLAL1367F8Z9,9978505410,,2005-12-21,2027-12-21,SUSPENDED,244,40900563.0
BBMP/560058/0187,Titan Ceramics Enterprises,Suresh Reddy,GARMENT,"1st Cross, Peenya 2nd Stage, Bengaluru, B'lore",Peenya 2nd Stage,157,560058,QWXPA9923M,29QWXPA9923M2ZO,9827991473,,2012-07-05,2027-07-05,ACTIVE,632,22727592.0
BBMP/560100/0188,Foundry JSW Works,Rajesh Reddy,PRINTING,"595/9, Industrial Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,99,560100,WISCQ9497U,29WISCQ9497U3ZK,9672263097,,1998-01-08,2027-01-08,ACTIVE,741,31985065.0
BBMP/560100/0189,Foundry KS & Co,Suresh Rao,FACTORY,"110/3, Factory Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,40,560100,QPPAT2636P,,9864524716,,2007-11-19,2027-11-19,SUSPENDED,670,7465574.0
BBMP/560058/0190,Royal Textiles International,Rajesh Reddy,FACTORY,"761/4, Factory Road, BEL Road, Bengaluru, B'lore",BEL Road,7,560058,EYLPT4342M,,9897218787,,2007-01-24,2027-01-24,ACTIVE,590,8843823.0
BBMP/560100/0191,Garments Peoples International,Ramesh Nair,PHARMA,"406/1, Service Road, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,177,560100,TZEAO3384N,,9991091361,,2005-04-15,2027-04-15,ACTIVE,666,30316227.0
BBMP/560058/0192,Plastics Wipro Manufacturers,Ramesh Reddy,FACTORY,"605/4, Ring Road, Peenya, Bengaluru, 560058",Peenya,64,560058,GRXPZ1707U,29GRXPZ1707U9ZO,,,1991-05-03,2027-05-03,ACTIVE,168,12049367.0
BBMP/560058/0193,Electricals United Private Limited,Suresh Kumar,FOOD,"317/8, 1st Cross, BEL Road, Bengaluru, 560058",BEL Road,12,560058,DDFCT7044Z,,,,1993-06-21,2027-06-21,CANCELLED,607,20882734.0
BBMP/560100/0194,Srinivasa Printing Corporation,Anitha Nair,PRINTING,"152/1, Industrial Road, Bommanahalli, Bengaluru, B'lore",Bommanahalli,175,560100,DAPPT2904F,,,,2003-01-18,2027-01-18,ACTIVE,713,5317564.0
BBMP/560100/0195,Cables Lakshmi Limited,Suresh Reddy,GARMENT,"840/2, 3rd Main, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,157,560100,BMDAI3422B,,9667952106,,2010-08-12,2027-08-12,ACTIVE,94,24797393.0
BBMP/560100/0197,Mahalaxmi Ceramics Ent,Anitha Kumar,GARMENT,"Main Road, Hosur Road, Bengaluru, B'lore",Hosur Road,17,560100,XMMHB6468R,29XMMHB6468R8ZQ,9996687959,,2011-04-08,2027-04-08,SUSPENDED,538,7332667.0
BBMP/560100/0198,Lakshmi Electricals Limited,Priya Rao,FACTORY,"3rd Main, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,144,560100,PEDAZ7730N,,9585230723,,1991-05-05,2027-05-05,ACTIVE,314,14923840.0
BBMP/560100/0199,Motors Shree Manufacturers,Priya Kumar,FACTORY,"349/8, Factory Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,177,560100,IIUAD8961X,,,,2022-04-09,2027-04-09,CANCELLED,123,40922954.0
BBMP/560058/0200,National Cables Co,Ramesh Kumar,FACTORY,"655/4, 1st Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,81,560058,HNUCV1120T,,,,2009-11-27,2027-11-27,ACTIVE,331,19638435.0
BBMP/560100/0201,Mphasis Garments Private Limited,Anitha Nair,FACTORY,"Main Road, Hosur Road, Bengaluru, 560100",Hosur Road,171,560100,,,9292181526,,1991-07-11,2027-07-11,ACTIVE,726,44196603.0
BBMP/560100/0202,Peoples Foods & Co,Ramesh Reddy,FACTORY,"96/8, Industrial Road, Hosur Road, Bengaluru, 560100",Hosur Road,70,560100,,,,,1995-04-02,2027-04-02,ACTIVE,732,29722007.0
BBMP/560100/0204,JSW Printing Co,Ramesh Kumar,FACTORY,"473/7, Service Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,6,560100,QOZCM0264N,29QOZCM0264N6ZY,9285849093,,1994-04-12,2027-04-12,ACTIVE,683,13717170.0
BBMP/560100/0205,Pumps Mahalaxmi Manufacturers,Rajesh Reddy,FACTORY,"72/2, 3rd Main, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,115,560100,UJMAV0215Y,29UJMAV0215Y1Z9,9586377578,,2001-01-06,2027-01-06,ACTIVE,549,45169783.0
BBMP/560100/0206,Ceramics Janatha Limited,Suresh Nair,PRINTING,"2nd Cross, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,54,560100,KDHAL9905L,,9133484360,,2017-01-17,2027-01-17,ACTIVE,245,6836079.0
BBMP/560100/0207,Ceramics Karnataka Private Limited,Ramesh Kumar,FACTORY,"569/7, Factory Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,182,560100,VEZHV1061P,29VEZHV1061P3Z5,9965373223,,2020-05-23,2027-05-23,ACTIVE,430,1067591.0
BBMP/560100/0208,Printing Wipro Corporation,Rajesh Nair,FACTORY,"2nd Cross, Hosur Road, Bengaluru, B'lore",Hosur Road,60,560100,PWGPQ2950B,29PWGPQ2950B6Z7,9841415799,,2018-02-08,2027-02-08,ACTIVE,86,7583501.0
BBMP/560100/0209,Furniture Lakshmi International,Priya Sharma,FACTORY,"646/2, Ring Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,181,560100,UIBAK5049S,29UIBAK5049S7ZM,9416343609,,1995-04-09,2027-04-09,ACTIVE,301,16121619.0
BBMP/560100/0210,Auto Srinivasa Parts Factory,Rajesh Rao,GARMENT,"Main Road, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,56,560100,AMDAC8212I,,9287490184,,2000-03-01,2027-03-01,ACTIVE,610,48481832.0
BBMP/560058/0211,Motors Venkateshwara Works,Anitha Sharma,PHARMA,"991/3, Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,6,560058,VTKCM2462X,29VTKCM2462X1ZG,,,1992-11-22,2027-11-22,SUSPENDED,176,17359532.0
BBMP/560100/0212,Bangalore Electricals Works,Priya Kumar,PHARMA,"1st Cross, Bommanahalli, Bengaluru, 560100",Bommanahalli,177,560100,ZRBHR6949I,29ZRBHR6949I5Z6,9727255103,,2017-08-05,2027-08-05,ACTIVE,405,10716632.0
BBMP/560058/0214,Srinivasa Engg & Co,Priya Kumar,PRINTING,"385/3, Industrial Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,81,560058,GMYCU4976V,,9179453743,,1997-08-06,2027-08-06,ACTIVE,288,29108008.0
BBMP/560100/0216,Shree Auto Parts Private Limited,Suresh Reddy,PHARMA,"3rd Main, Bommanahalli, Bengaluru, B'lore",Bommanahalli,30,560100,ONYFP4478C,29ONYFP4478C1ZO,9937335963,,1990-01-27,2027-01-27,CANCELLED,498,40978594.0
BBMP/560058/0217,Modern Valves Enterprises,Suresh Nair,FACTORY,"Ring Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,68,560058,OZRCJ6863C,29OZRCJ6863C8ZC,9307331729,,1995-12-20,2027-12-20,ACTIVE,30,39691875.0
BBMP/560100/0218,Sri Plastics Indus,Priya Reddy,GARMENT,"416/2, Main Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,62,560100,LRWAE7207P,,9796629113,,2011-05-14,2027-05-14,CANCELLED,138,8807884.0
BBMP/560058/0219,Lakshmi Pumps Corporation,Ramesh Reddy,PRINTING,"Ring Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,121,560058,,,9462219407,,1996-11-21,2027-11-21,SUSPENDED,760,22570560.0
BBMP/560100/0221,Karnataka Electricals Co,Priya Sharma,FOOD,"422/4, Ring Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,187,560100,RPSAT9673A,29RPSAT9673A4Z7,9764561301,,2007-12-04,2027-12-04,ACTIVE,375,6822150.0
BBMP/560100/0224,Plastics Royal Ltd,Anitha Reddy,FOOD,"Industrial Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,151,560100,WCWAP8244A,29WCWAP8244A4ZF,9722197986,,2008-11-16,2027-11-16,CANCELLED,232,46123261.0
BBMP/560058/0225,Star Cables Works,Rajesh Nair,PHARMA,"Service Road, BEL Road, Bengaluru, 560058",BEL Road,98,560058,LGOPA6423H,29LGOPA6423H2Z1,9427315813,,1992-01-20,2027-01-20,ACTIVE,170,22196676.0
BBMP/560058/0227,New Fabrics Works,Priya Sharma,FACTORY,"2nd Cross, Peenya, Bengaluru, 560058",Peenya,143,560058,,,9907751428,,2003-09-22,2027-09-22,ACTIVE,599,4362227.0
BBMP/560058/0229,Global Electricals Corporation,Suresh Reddy,FOOD,"301/7, Main Road, Yeshwanthpur, Bengaluru, B'lore",Yeshwanthpur,147,560058,YMKAX6208H,29YMKAX6208H9ZL,,,2003-12-12,2027-12-12,ACTIVE,676,20735941.0
BBMP/560100/0230,KS Paper P Limited,Priya Kumar,PHARMA,"233/8, 1st Cross, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,103,560100,UBJHO9615F,,,,2009-09-18,2027-09-18,ACTIVE,329,15615205.0
BBMP/560100/0231,Foundry Titan Works,Ramesh Sharma,FOOD,"1st Cross, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,89,560100,TYYFE0793W,29TYYFE0793W5Z9,,,2000-01-28,2027-01-28,ACTIVE,351,21212868.0
BBMP/560100/0232,Infosys Rubber Corporation,Rajesh Sharma,GARMENT,"2nd Cross, Hosur Road, Bengaluru, 560100",Hosur Road,114,560100,,,9726454737,,2004-02-04,2027-02-04,ACTIVE,544,41647020.0
BBMP/560100/0235,Shree Motors Inds,Ramesh Kumar,FACTORY,"979/8, 1st Cross, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,26,560100,,,,,1999-09-20,2027-09-20,ACTIVE,432,35661168.0
BBMP/560100/0236,Pipes Sunrise Enterprises,Suresh Nair,FACTORY,"890/5, 3rd Main, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,160,560100,ZVJFX5810K,29ZVJFX5810K3ZM,,,2020-08-12,2027-08-12,ACTIVE,374,13289833.0
BBMP/560058/0240,Premier Fabrics Private Limited,Priya Reddy,FACTORY,"Factory Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,72,560058,XNZCD9984W,29XNZCD9984W8Z6,9480987586,,1990-01-28,2027-01-28,ACTIVE,393,5375713.0
BBMP/560100/0241,National Electricals Manufacturers,Rajesh Sharma,FACTORY,"571/1, 1st Cross, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,188,560100,,,,,2013-12-25,2027-12-25,ACTIVE,295,25319134.0
BBMP/560100/0242,United Fabrics International,Suresh Nair,FACTORY,"2nd Cross, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,107,560100,RKNFV0145D,29RKNFV0145D3Z4,9313767380,,2020-08-03,2027-08-03,ACTIVE,351,43884503.0
BBMP/560100/0243,Royal Paints Group,Ramesh Kumar,CHEMICAL,"365/8, 3rd Main, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,81,560100,ZNDFO1246E,,9173259976,,2007-06-08,2027-06-08,ACTIVE,515,39486730.0
BBMP/560058/0244,Raghavendra Cables Works,Priya Nair,FACTORY,"Ring Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,144,560058,NOVFR5904D,29NOVFR5904D6ZO,9138634432,,2021-07-05,2027-07-05,ACTIVE,38,8877179.0
BBMP/560100/0245,Cables Global P Ltd,Anitha Nair,FACTORY,"702/9, Service Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,27,560100,OEBFI4963J,29OEBFI4963J1Z2,9493429840,,2021-09-27,2027-09-27,ACTIVE,362,7483427.0
BBMP/560100/0246,Titan Metals Enterprises,Suresh Reddy,FACTORY,"254/4, Factory Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,151,560100,CRWAD3034N,29CRWAD3034N7ZH,,,1993-05-27,2027-05-27,ACTIVE,607,36702801.0
BBMP/560100/0249,Srinivasa Foods Corporation,Priya Rao,FACTORY,"662/3, 1st Cross, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,179,560100,GGDAA2845N,29GGDAA2845N1ZC,9246491273,,2016-06-18,2027-06-18,ACTIVE,34,26342039.0
BBMP/560100/0251,Paper Peoples & Co,Priya Sharma,FACTORY,"958/7, Factory Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,70,560100,EZLPI8056D,29EZLPI8056D7ZU,9398214359,,2014-07-13,2027-07-13,ACTIVE,153,28571407.0
BBMP/560058/0252,Bangalore Printing Traders,Rajesh Kumar,FACTORY,"925/2, 2nd Cross, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,183,560058,WKXCM9939Y,,9272042677,,2009-09-05,2027-09-05,CANCELLED,454,3275539.0
BBMP/560058/0254,Raghavendra Metals Group,Rajesh Sharma,PRINTING,"Ring Road, BEL Road, Bengaluru, 560058",BEL Road,80,560058,VUFAN3338S,,9794825515,,2010-05-16,2027-05-16,ACTIVE,631,29637481.0
BBMP/560058/0255,Rubber Infosys Traders,Suresh Reddy,GARMENT,"Cross Road, Peenya, Bengaluru, 560058",Peenya,70,560058,DSLAO8422Z,29DSLAO8422Z8ZO,,,2006-04-09,2027-04-09,SUSPENDED,619,29664672.0
BBMP/560058/0257,Modern Garments Industries,Anitha Kumar,FACTORY,"Ring Road, Peenya, Bengaluru, 560058",Peenya,61,560058,SVAAQ6333R,,,,2011-07-02,2027-07-02,ACTIVE,520,47035574.0
BBMP/560100/0258,JSW Garments Private Limited,Suresh Kumar,FACTORY,"949/7, 2nd Cross, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,51,560100,PTGHK4174E,29PTGHK4174E8Z3,,,2021-08-23,2027-08-23,ACTIVE,240,35899818.0
BBMP/560100/0259,Mphasis Packaging & Co,Ramesh Nair,GARMENT,"116/3, Ring Road, Hosur Road, Bengaluru, B'lore",Hosur Road,134,560100,,,9405067716,,2021-03-03,2027-03-03,ACTIVE,189,42813570.0
BBMP/560100/0261,Star Pipes International,Anitha Kumar,FACTORY,"Main Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,89,560100,TOPPC3198C,,9517151813,,1998-01-01,2027-01-01,ACTIVE,417,4432134.0
BBMP/560100/0262,Balaji Packaging Co,Priya Nair,PRINTING,"Service Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,184,560100,MOKFY4316C,,,,1996-08-11,2027-08-11,ACTIVE,697,25743414.0
BBMP/560058/0264,Paints Indian Limited,Ramesh Reddy,FACTORY,"Ring Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,13,560058,IXVHG1768D,,9114285707,,2010-01-18,2027-01-18,ACTIVE,180,24820688.0
BBMP/560100/0265,Sunrise Pumps Factory,Priya Kumar,CHEMICAL,"3rd Main, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,5,560100,,,,,2013-01-12,2027-01-12,SUSPENDED,119,17846357.0
BBMP/560058/0266,Leather Peoples Corporation,Priya Sharma,FACTORY,"1st Cross, Peenya Industrial Area, Bengaluru, B'lore",Peenya Industrial Area,72,560058,,,9225046707,,2002-04-05,2027-04-05,CANCELLED,175,28475361.0
BBMP/560058/0267,KS Paper Corporation,Anitha Sharma,FACTORY,"9/2, 2nd Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,69,560058,ZWTFT7903Q,,9120422206,,2015-08-21,2027-08-21,ACTIVE,437,23932563.0
BBMP/560058/0268,Leather Sunrise Enterp,Anitha Sharma,PHARMA,"3rd Main, Peenya 2nd Stage, Bengaluru, B'lore",Peenya 2nd Stage,113,560058,MLNCS9368V,29MLNCS9368V5ZO,,,2018-03-12,2027-03-12,ACTIVE,673,16322739.0
BBMP/560058/0270,Bangalore Electricals Corporation,Suresh Reddy,FACTORY,"Cross Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,67,560058,UZTFD7681R,,9776378019,,2022-02-16,2027-02-16,ACTIVE,125,11185192.0
BBMP/560100/0271,Leather Balaji Enterprises,Rajesh Reddy,FACTORY,"869/4, Cross Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,81,560100,TAVFP3503Y,29TAVFP3503Y4Z9,9552820774,,2011-05-21,2027-05-21,ACTIVE,238,3563656.0
BBMP/560100/0272,Mphasis Electricals Group,Suresh Nair,GARMENT,"967/2, Service Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,149,560100,,,,,1990-06-12,2027-06-12,SUSPENDED,173,18624139.0
BBMP/560058/0273,KS Metals Traders,Suresh Nair,FACTORY,"932/6, 2nd Cross, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,132,560058,,,9666712063,,2009-10-22,2027-10-22,ACTIVE,630,8329716.0
BBMP/560100/0274,Indian Motors Group,Rajesh Rao,FACTORY,"1st Cross, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,159,560100,STDFR2055Y,29STDFR2055Y1Z1,9736195900,,2015-06-08,2027-06-08,CANCELLED,269,10845363.0
BBMP/560100/0275,Titan Engineering Industries,Anitha Sharma,FACTORY,"1st Cross, Hosur Road, Bengaluru, 560100",Hosur Road,96,560100,UZOCU6822V,29UZOCU6822V3ZO,,,1997-10-02,2027-10-02,CANCELLED,112,20263579.0
BBMP/560100/0278,Mphasis Plastics Group,Suresh Rao,PRINTING,"Industrial Road, Hosur Road, Bengaluru, B'lore",Hosur Road,193,560100,TRDFX3764H,29TRDFX3764H6ZY,9819883588,,2014-01-07,2027-01-07,ACTIVE,458,27872981.0
BBMP/560100/0279,Srinivasa Engg. Co,Suresh Sharma,FACTORY,"Service Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,116,560100,EMXAD6592G,,9576987762,,1995-06-06,2027-06-06,ACTIVE,91,22814901.0
BBMP/560058/0280,Wipro Electronics Traders,Rajesh Sharma,FACTORY,"325/7, Service Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,39,560058,ZOHPF2034F,,,,1991-09-06,2027-09-06,ACTIVE,735,15647598.0
